homeownership_rate,median_gross_rent,rent_burden_rate,vacancy_rate,poverty_rate,gini_index,median_household_income,childhood_poverty_rate,labor_force_participation_rate,youth_unemployment_rate,hs_or_higher_rate,bachelors_or_higher_rate
0.5558441558441558,2058,0.3413506885493303,0.05441004615049418,0.12830302283892334,0.4293,95052,0.004912626407761676,0.6598646336426699,0.003959788981567821,0.8098632116460491,0.29020415735054333
0.6352070621835648,2196,0.3768683274021352,0.02451688068282552,0.10289510278620136,0.4447,100126,0.0025466181915660027,0.6356716853651416,0.0013450119738870846,0.8994000806614236,0.2689050211736237
0.6961631207838589,2384,0.22724532851115128,0.032514322839761384,0.06741338954179484,0.4603,124531,0.0,0.6573706373349717,0.0,0.954630788485607,0.5848428957249193
0.6875901875901876,1873,0.33342284762876634,0.019398785724863025,0.09625655965787065,0.3844,100890,0.0032168001942218987,0.6704322141895835,0.0018830551681870264,0.7947610552999719,0.2185710261947235
0.6076385061061502,2801,0.21915584415584416,0.040433009320748954,0.05373329304706384,0.4349,170934,0.0012530214702118584,0.6650920248707122,0.0,0.9350400858343516,0.6575090155872798
0.5309742351938174,1427,0.3486461603833715,0.05325115045546506,0.1950910248726401,0.4855,67603,0.009198007192088702,0.6319904683893067,0.007183662299456094,0.8031532983618087,0.2603991442721918
0.5273039959534649,2131,0.3500834653083936,0.043837418506122924,0.10579699577074522,0.4437,97427,0.005045938457051188,0.6921509833318635,0.002484614502503727,0.8465035900178987,0.41366469850021603
0.5304213098146714,1971,0.3274957698815567,0.0335195530726257,0.10412706788106274,0.4264,87407,0.001127253758012196,0.6114616041326021,0.0005442820801041235,0.7529823325111995,0.2666062649955538
0.3425859247135843,2084,0.4041027683728341,0.0526309260959091,0.12911569758042787,0.5036,81365,0.0043110416554399955,0.6202155637262631,0.001738829798051697,0.8871884131802198,0.48242802459439765
0.2803801975293353,1765,0.3046078389192445,0.05267634550520604,0.12174376620544261,0.4519,65166,0.0023990113165483318,0.7144314125446201,0.0,0.8101289702956712,0.27826370309391507
0.5888963674559954,2311,0.274359992061917,0.062094691535150646,0.07920305891288122,0.4146,112121,0.002304660389959014,0.6701275102116887,0.006315545512486239,0.8306994141265522,0.3312090619820427
0.6396329512383441,1617,0.39035846724351053,0.068286204415915,0.16405413086727444,0.4728,52824,0.010854594346428806,0.49151917907290915,0.0026096612992781787,0.8224007845494377,0.16201894939972478
0.6877195352607404,1811,0.2986156175643522,0.040694660445826855,0.16755520190968767,0.4049,67348,0.008931768450368013,0.6076334675990921,0.006024356538262221,0.7933591336303619,0.1343620930761976
0.5672517725788034,2509,0.24438512518409425,0.045655562172915845,0.07556786993229997,0.4164,120231,0.0,0.6501980057769648,0.006014852422990945,0.940483990130616,0.4446519926955407
0.6567572790517908,1328,0.20521722811297738,0.16416303235880042,0.0725531868751491,0.4362,83107,0.0020710893279260916,0.621871186440678,0.0,0.7381087291843738,0.22210155192495357
0.40031119784798774,1686,0.2656229385637011,0.0956617138496029,0.11423098349280192,0.3953,72900,0.00046912108210596273,0.6561067827681026,0.0,0.750659033417654,0.2518705898016243
0.4637798171721793,2970,0.27803523329931573,0.051698029741041956,0.09756646230501145,0.4594,127989,0.002041378198886643,0.6774756191287796,0.00490809806791397,0.9743825485822231,0.71811257812343
